0 0 -3.65779
0 1 -0.845742
0 2 2.31272
0 3 5.17821
0 4 7.21227
0 5 8.00834
0 6 7.37533
0 7 5.36413
0 8 2.37192
0 9 -0.991928
0 10 -4.0305
0 11 -6.19407
0 12 -7.07923
0 13 -6.50472
0 14 -4.54607
0 15 -1.64712
0 16 1.50666
0 17 4.224
0 18 6.04065
0 19 6.69286
0 20 6.04544
0 21 4.16518
0 22 1.4759
0 23 -1.29703
0 24 -3.58678
0 25 -5.27788
0 26 -6.52503
0 27 -7.12742
0 28 -6.31628
0 29 -3.33161
0 30 -9.27051
0 31 -3.4223
0 32 -3.60786
0 33 -1.55107
0 34 0.385755
0 35 1.13882
0 36 0.90794
0 37 0.475605
0 38 0.1725
0 39 0.0179269
0 40 -0.122681
0 41 -0.158826
0 42 0.0167718
0 43 0.238142
0 44 0.364013
0 45 0.210713
0 46 -0.0178868
0 47 -0.266527
0 48 -0.41537
0 49 -0.52112
0 50 -0.539984
0 51 -0.40381
0 52 -0.197134
0 53 0.0834959
0 54 0.196686
0 55 0.311931
0 56 0.322935
0 57 0.37704
0 58 0.408282
0 59 0.407245
0 60 0.462871
0 61 0.477478
0 62 0.484273
0 63 0.352895
0 64 0.096793
0 65 -0.195545
0 66 -0.527541
0 67 -0.725249
0 68 -0.855357
0 69 -0.784403
0 70 -0.486532
0 71 -0.128027
0 72 0.403
0 73 0.70885
0 74 0.954982
0 75 0.96263
0 76 0.685632
0 77 0.342021
0 78 -0.27604
0 79 -0.705556
0 80 -1.10406
0 81 -1.29672
0 82 -1.15646
0 83 -0.962633
0 84 -0.410956
0 85 0.162978
0 86 0.68685
0 87 1.2271
0 88 1.43034
0 89 1.51955
0 90 1.35489
0 91 0.801616
0 92 0.282535
0 93 -0.483801
0 94 -1.17933
0 95 -1.55166
0 96 -1.94551
0 97 -1.7228
0 98 -1.26551
0 99 -0.656253
0 100 0.412708
0 101 1.07211
0 102 1.73705
0 103 2.10542
0 104 1.75657
0 105 1.41033
0 106 0.519157
0 107 -0.434564
0 108 -1.04983
0 109 -1.7623
0 110 -1.83513
0 111 -1.61138
0 112 -1.22531
0 113 -0.326938
0 114 0.340284
0 115 1.01395
0 116 1.59241
0 117 1.55327
0 118 1.4218
0 119 0.894491
0 120 -0.0118941
0 121 -0.613985
0 122 -1.20597
0 123 -1.51331
0 124 -1.20372
0 125 -0.811563
0 126 -0.22318
0 127 0.479921
0 128 0.79722
0 129 0.952253
0 130 0.876867
0 131 0.446511
0 132 0.153349
0 133 -0.0810555
0 134 -0.372701
0 135 -0.374081
0 136 -0.348849
0 137 -0.436109
0 138 -0.316653
0 139 -0.219654
0 140 -0.18337
0 141 0.0930346
0 142 0.325605
0 143 0.397308
0 144 0.514228
0 145 0.43784
0 146 0.144864
0 147 -0.0492412
0 148 -0.22324
0 149 -0.409667
0 150 -0.397309
0 151 -0.280214
0 152 -0.199531
0 153 -0.0474438
0 154 0.182496
0 155 0.361832
0 156 0.474063
0 157 0.545193
0 158 0.48037
0 159 0.20865
0 160 -0.113208
0 161 -0.333263
0 162 -0.518606
0 163 -0.649341
0 164 -0.554133
0 165 -0.273583
0 166 0.0262068
0 167 0.32172
0 168 0.562247
0 169 0.624239
0 170 0.521698
0 171 0.323254
0 172 0.039024
0 173 -0.252796
0 174 -0.439064
